,textDisplay
9217,No way I show scams
9220,i am a boy i love your vidioes
9229,Faz um jogo com brasileiro
9230,Carl is so cute🥰💕
9231,Mjia be kch cheaz doo
9233,Я не ожидала увидеть тут Гоги...и поздравляю с... Со вторым местом..
9235,Многие слились даже не начавши 🗿
9249,Я жалобу на тебя поставлю ты крадешь в А4
9257,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=12m00s"">12:00</a> 🤣🤣🤣🤣🤣"
9274,Why?
9277,I&#39;m subbed
9281,Harry 👍
9294,Muchas gracias de corazón mil gracias pero por falta de $$$ no podré aceptar la gran diosa sorpresa
9301,لم استطع مراسلتك على ديسكورد  لانه مقفل من الغرباء
9315,Instagram is it ok bro
9317,Mr breast
9318,Я люблю ваш канал вы самый лучшие человек на мирле 😍😍
9324,Випусти ролік на русскам
9327,Tenho algo ainda pra vc que não fez no seu canal
9328,Another hit Barry Bonds
9329,Please give me challenge 😃
9330,How about doing this contest with a Turkish follower Jimmy? 👍🍀💙😁
9332,"I&#39;m a little confused by vikk&#39;s loss, his arm was still down... later on peoples hands were up but arms were down but they didn&#39;t get kicked..? 🤔"
9341,Mr beast how many money you spend in your all channel
9344,Help help help money🤑🤑🤑
9361,Congrats on passing PewDiePie🎉
9371,Mr Beast my father always Drink and try to hit us really 😭😭Please help me🙏😭😭😭😭
9383,Respect Mr Beast
9388,Sir I&#39;m your biggest fan ☺️... From Bangladesh
9389,Mr beast I would love to win your diamond play button  I am your biggest fan and I love your work I would love to win it and be in one of your videos! P.S Prodafum
9405,MR Beast God of YT!🔥🤯😱
9407,WHY COUDNT GEORGE WIN
9409,А каким образом у меня озвучка на русском на официальном канале Биста?
9414,My ps5
9418,Good
9426,Я очень сильно ждал и наконец-то я рад!
9429,@Daymare he’s saying what speed said
9430,@Shehzad Patel what do you mean?🙉
9431,Where is the date?💀😭
9432,do you come to Turkey
9440,nooooo speed I had confidence in you
9441,I&#39;m Vietnamese and need your and your team&#39;s support with Vietnamese language videos
9444,"Harry: &quot;I&#39;m gonna give it to m brother, my sister.&quot;<br>His sister: 👁👄👁"
9450,Congrats on suppassing pewdiepie
9453,Hello
9459,Очень богатый человек и еще из USA<br>Совпадение?<br>Не думаю)
9469,Mr Beast de você não tem um canal brasileiro
9475,best entertainement content ever
9480,I am eating a feastable
9485,ı  fan you
9494,"<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
9496,A dublagem do speed é a melhor
9502,PLS THIS WAS A FUNNY VID ALL HIS VIDS ARE FUNNY BC HE HAS MY FAV YOUTUBERS IN THEM❤😂🎉❤😢😂❤❤
9503,مقطع اسطوري من شخص اسطوري ❤️😍
9512,Harry styles?
9516,Bana futbol konusunda yardım edermisin hiç param yok ve kimse bana yardım etmiyor lutfen
9521,so funny happy harry won it
9523,PEWDIEPIE LOOOSE
9524,lol
9526,I m w8ing for your rply
9531,I want speed to win 💀
9532,Very good 😊👍🏻
9533,Please come to pakistan
9535,Please come to pakistan
9536,Please come to pakistan
9537,Please come to pakistan
9539,Please come to pakistan
9540,i love harry im so happy he won
9541,No
9542,Please come to pakistan
9543,Please come to pakistan
9545,Hy
9549,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m39s"">13:39</a>-<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m42s"">13:42</a> george move and take out his finger"
9551,Mr beast
9552,Mr beast
9556,Mr beast
9557,Mr beast
9558,Hello mr beast
9559,Mr beast
9562,Please help
9563,Noooo waaaaay
9565,Mr beast
9566,Please help Mr. Beast
9567,Right now I am eating a mr beast bar
9571,Hello
9572,Hello
9573,Hello
9575,Hello
9576,Hello
9577,Hello
9578,No
9584,"Jimmy Please Come To Turkey, Turkish People Need A Little Help. Many People Will Be Happy If You Come."
9585,Speed has to -<br>Famous last words
9586,El doblaje anterior  estaba mejor
9588,Russian Mr beast?????????
9590,"Я не понимаю , почему видео на русском"
9591,Hello sar
9593,Congratulations 🎉 you defeated pewdiepie!!!!
9594,no way
9595,Visit nepal ❤
9596,I’m sorry I didn’t mean to say Chris is dumb. I meant to say Carl is the.
9602,Mrbeast just past pewdiepie!
9604,Bro they even invited speed😂 how legendary.
9607,I am poor please give some money
9608,Man🇲🇾😅
9613,اريد ان اربح ارجوكم
9616,"Next next time do last one to take their hand off a Tesla wins the Tesla and $10,000"
9617,Harry Lewis is 🐐ed
9619,Как твои видео автоматом переводится на русский?🤯
9620,Здравствуй Мистер бист я ваш фанат меня зовут Наиль.Смотрю все ваши видео. Мне 10 лет. Очень хотел бы получить от вас денежный приз. Мечтаю об этом.  Очень был бы рад. Хочется по участвовать в вашем канале. Ты лучший.
9621,HELLO
9622,Mr beast mejor has 24 Horas en Ohio aver que pasa
9627,"Емааа, айшоуспид на русском так прикольно звучит"
9628,SPEEED
9635,It&#39;s symbolic
9639,مستر بيس انا من اشد المعجبين في فيديوتك
9644,Sorry Mr beside take that back
9645,HELLO 🥺😘
9647,Привіт я з України давно за тобою слідкую <br>Ніколи ще нічого не вигравав
9659,u crossed pewdiepie
9662,And kashmir is danger u don&#39;t know how many people is dying
9663,When u don&#39;t know english 💀💀💀
9668,Me beast should make a vid about him going to the worlds deepest pool and putting his theme song under water lol
9669,no
9672,humillacion del capital....vaya asco de canal
9674,no u dont
9676,No
9679,No
9682,No No
9684,Kênh của bạn quá đỉnh
9687,No
9688,I want to win your diamond play button!
9690,Yo no se porque el canal principal de Mr beast está en español
9693,I do maintenance on them
9694,Turkish translation please
9702,Jesus your profile picture
9703,Ada dubbingnya njirrr
9704,pode meda 1$ no pix pfv
9706,Hello
9707,I loved all your videos. How you gve money to random people. Hi I&#39;m from Philippines. More blessings 😇
9709,อย่ากให้มา ประเทศไทยด้วยครับอยากให้มาจากที่นี่ เราคุณ Mr Beast
9711,I  want too
9718,lol we almost have the same subscriber amount 112 million more and its a tie!
9719,And I gave MrBeast a shout out on my channel
9720,Chunkz made speed lose
9726,ok
9727,Hello mr beast😘♥️
9734,"Selam ben baran ı am, 🇹🇷"
9735,Thailand
9737,please i want 2000 coins
9741,А давай теперь провести 50 часов в России я думаю это для тебя не реально
9742,Меня не понимают
9748,Hello
9753,Laser beam that pretty sus
9754,Oh!mr.beast is sense enough man
9755,Yimmy your voz
9757,Hi IAM your biggest fan I love your videos 🥰😍👌
9761,Как тут русская озвучка работает
9762,"Bruh, this guy is crazy what does he gonna do next, a yacht"
9773,No speed
9774,He beat he king I just realised
9775,Speed its goat
9784,Please again turkish
9786,привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :
9789,привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :привет молодой английский друг я тебя Love ( :
9790,привет молодой английский друг я тебя Love ( :
9791,Ur the king of YT
9792,как бы я хотел поучаствовать в видео
9793,احبك مستر بين احتاج نقود🇮🇶😔
9794,I never seen you before but you&#39;re a good YouTuber
9798,Я хочу быть как ты
9800,Когда новый видео
9802,Hey..Mr beast love your games❤❤
9803,Yes Harry😂
9807,Of course Speed loses that fast
9818,Visita a todos los fans 😉
9821,Money money money 😛😍
9830,انت الافضل
9831,Where&#39;s the date
9834,I will because I love your videos
9838,مستر بيست بدي مليون دولار
9842,Pero estar cerca no importa jaja
9885,mrbeast your a anstapable
9888,Me and my cat always love watching your vids! :virtualhug:We have been fans for years
9891,MR. BEAST YOU&#39;RE AMAZING!
9901,esta en español XD
9903,Sir refeuling will be 1000000000000$
9904,"Oh pitié, le doubleur de Speed n&#39;est pas du tout qualifié pour imiter ce personnage 🤣"
9906,What do I have to do to be in one of you’re videos ?
9911,"no Turkish voice acting, sorry"
9917,Mr beast nolursun banada yardim et
9922,Harry was almost as happy as when he packed Messi
9926,"А у меня молодой семейный канал и подписчиков очень мало(. 😔 Вот смотрю и не понимаю,  в чем твой секрет, «Мистер»? 🤔"
9928,Wow speedy is coming😂😂
9932,YOUR ALL VIDEOS ARE AWESOME. I SUBSCRIBED YOU ALREADY. PLEASE GIVE ME YOUR DIAMOND PLAY BUTTON. ❤️
9934,So he passed PewDiePie
9940,"Самолет: Прошу разрешения зайти на посадку!<br>Аэропорт: Не, чел прости, тут какой то чувак выкупил аэропорт на неопределённый срок."
9941,your videos cheer me up
9942,"Hello Mr,Beast"
9946,Smile and have a great day!
9947,Smile and have a great day!
9948,Smile and have a great day!
9950,Smile and have a great day!
9951,Smile and have a great day!
9952,Hope you have a great day.
9954,Today will be great! So Smile
9955,Hope you have a great day
9956,Smile and have a great day
9957,Mr beast = Mr bean
9959,Have a great day!
9960,Hope you have a wonderful day
9962,Smile and have a great day
9963,Hope you have a wonderful day
9967,Smile and have a great day!
9968,@Happy j
9969,Smile and have a great day!
9970,Smile and have a great day!
9971,Smile and have a great day!
9973,Smile and have a great day!
9974,Smile and have a great day!
9975,Smile and have a great day!
9977,Smile and have a great day!
9978,Почему я смотрю это видео на русском?
9979,Smile and have a great day!
9981,Smile and have a great day!
9982,Smile and have a great day!
9983,Smile and have a great day!
9984,Smile and have a great day!
9986,Smile and have a great day!
9987,Smile and have a great day!
9988,Smile and have a great day!
9989,U have 112M while PewDiePie has 111M
9990,Smile and have a great day!
9991,Smile and have a great day!
9992,Smile and have a great day!
9993,Smile and have a great day!
9994,Smile and have a great day!
9995,Tanta money 🥴
9996,Smile and have a great day!
9998,Smile and have a great day!
10000,Smile and have a great day!
10003,Oi
10009,"Acho incrível esses desafios , mas eu não participaria porque eu não teria dinheiro nem pra pagar o estacionamento 🤣🤣🤣🤣🤣"
10014,"мистер бист, я с России несмотря ни на что , хочу предложить тебе приехать ко мне в маленький городок и провести тут 24 часа, надеюсь прочитаешь"
10015,I’m sure that’s a Bombardier Challenger so I’m a bit puzzled how he bought it for $2.5M 🤷🏼🤔 the total flight time (mileage) must be ridiculous for it to be so cheap?!
10024,Việt Nam 🇻🇳 rất thích mrbeast 👍👍
10028,Ayo ishowspeed barking
10030,@Mr beast
10032,Speed so funny 😂
10033,I hope some day I&#39;m going to compete in your show.
10036,IshowSpeed is allways barking
10039,ان هض الفديو راع😉😉😉😉😉😉😉🙂🙂🙂🙂🙂🚖🚖🚖🚖🚖🚖🚖🚖🚖🚖
10047,I want a PlayStation
10050,Come to India my brother
10056,Brbeast bana yardımcı olurmusun herkese yardımcı oluyorsun bu gün bana ufak bir yardım edermisin
10060,He won&#39;t
10064,i want your playbutton
10065,مرحبا مستر بيست ممكن ترد  رجاءن
10066,You became the best yt channel in the world 🥳
10067,BROOOOO HES FINALLY PAST PEWDIEPIE
10075,So happy for harry 😂😂😂😂😂😂😂😂😂
10077,По русски?
10080,Feed me once
10083,I am a fan of your channel Come to Thailand
10086,Hii
10088,Poor speed
10098,"Hola Sr. Best, necesito diez mil dólares, y soy nuevo en Estados Unidos, y mi condición no es buena, y quiero su ayuda, mi hermano."
10105,todos eles sabem dirigir um avião
10108,please I want the ten million shield 🙏🙏
10110,HAHAHAHAHAHAHAHAHAHA THAT SPEED GUY
10114,Honesty and being a genuine person won for once. 😊
10117,Mr beast
10120,MrBeast in 2080: last to gets their hands off The Galaxy keeps it
10121,А чё по-русски? Ты же американец?
10127,He passed PewDiePie 💀
10136,“Where’s the date” -speed 😂😂😂😂
10142,Poor speed 😂
10143,Hello
10146,Make more videos with speed lol
10149,Как приятнр смотреть Мисетра Биста на Русском
10150,I don&#39;t know English....mr beast ♥️ pls one message please 🙏♥️
10151,Мистер Бист
10152,Я живу работаю чтобы дом купить из-за того что у меня нет дома жена и мои дети отдельно живём я очень с ними вместе жить помогите🆘😩 пожалуйста
10153,Giving supercars is a thing of the past now
10155,Хочу быть как ты 😭😭😭😭
10156,I don&#39; nou spik English
10157,Мистер Бист
10158,Мистер Бист я из Кыргызстана так хочу дом купит помогите пожалуйста😫🙏🙏💓
10159,CONGRATULATIONS    BRO
10161,i m poor plzzzzzzzzzzzz<br>help..................
10162,Бист спасибо за озвучил на русском
10165,على فد يوم يشتري كوكب زمردة ولي يطلع من الكوكب يخسر 😂😂😂😂
10167,HARRY LFGGGGGGG 😤
10168,Yay you beat pewdiepie 🎉🎉🎉🎉
10169,mr beast come to nepal
10171,Mr Beast has a striking resemblance to Paul McCartney.
10187,لماذا لا تدعم متابعين العرب بالمال
10192,Xd alv
10197,I&#39;m so disappointed!
10221,Lol
10222,Lol
10223,Lol
10238,Mommys credit card : 🤮<br>Mrbeasts credit card : 🥵🥵🥶🥶
10239,"DOPE<a href=""about:invalid#zCSafez""></a>"
10257,Почему у меня мистер Бист на русском? Так должно быть?
10263,Oh no... he surpassed Pewds ;(
10275,I just want to bring her back 🙃
10282,Ok
10283,"Vietnamese, please."
10285,"Elon Musk: Mars colonisation before 2040 <br>Beast :last to take hands off, gets the Mars"
10289,How you get all this money @mrBeast 🎉😂
10291,lol
10297,Hola  soy Repucadomicana yo
10301,No george
10303,good man
10307,WEAR IS I AM
10310,Do cake-hous pls
10315,Follow @NYSHA HERE help her reach 10k before the year ends many giveaways coming
10318,He passed PewDiePie
10327,I want too
10329,Hi vọng nói tiếng Việt
10336,яя из россии
10340,Al right mr beast
10342,It&#39;s good that you can&#39;t come here😞
10345,Congratulations now you have more than pewdiepie sheshhhh
10346,This dudes making a million and helping people that earn a million
10348,112 mill more than pewdiepie
10356,Yoooo Jimmy Congratulations for Passing PewDiePie!❤️🔥🎉🎊🥳
10357,Harry 😆 was chantin spell&#39;s
10363,English please 😭
10366,Soy yo o le cambio la voz a mr beast?
10367,this is amazing content i really want to join even once i hope mr best reads this
10369,Speed being speed 😂⚡
10381,"imma be honets speeds voice in this scene sounds different to his real voice <a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=2m33s"">2:33</a>"
10383,My children hope to participate in a challenge with you to win a PlayStation😌
10395,Make more vids with speed please he’s so funny
10396,MS BEAST porfavor me podrías enviarme 500 dólares.<br>Soy pobre pero cuento con un cuarto
10399,Sorry
10400,ggs for beating pewdiepie
10401,Do you speck Russia?
10402,YOU PAST PWEDIEPIES IN SUB :O (btw love your vids very much 😊)
10407,mr beest
10408,Lol<br>I show speed maddd
10410,Speed lol😂😂😂
10418,Bro cleans up his own mess and y&#39;all still wanna cancel him?
10419,Почему у меня видео на русском?
10421,share money online bg
10422,share money online bg
10423,share money online bg
10424,share money online bg
10429,noooo probe speed
10431,Omg Mr beast you are beating Pewdiepie by subcriber
10434,Please Mr beast I&#39;m subscriber your channel I am middle class family please maximum your choice money me please Mr Beast
10435,Miste bis miralode precio en México porfa 🙏🙏🙏🙏🙏🙏
10443,Kocak ada speed🤣
10448,Waw so sweeet
10451,hi good comments
10456,george is so handsome
10471,He is atheist
10472,Good
10480,Mr. beast I was just kidding I’m already subscribed to your channel
10481,He past pewdiepie
10489,bruh ishowspeed needs to chill
10490,Попасть бы туда.. проверить яйца
10491,Mr beast I am<br> Marin ruiz your biggest fan ever and on January 10 is my birth day🎂🎂🎂🎂🎂 will it be cool to come to Arizona for a YouTuber set up  competion
10493,Happppyy international men&#39;s day ❤️
10495,Ven a latam mrbeast
10503,🤣🤣🤣best videos come get a fish @myfishni
10505,Sería bueno si speed se quedará con más tiempo 😂🥲
10508,Mr beast you should make your own titanic 🚢🧊
10515,"I kinda laughed because Callux head was edited in instead of Harry’s at <a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m19s"">13:19</a> 😅"
10517,Speed bro😂 he bark😂😂😂 lol
10520,crazy how no ones talking about speed in this ☠️☠️
10523,I ma very poor sir help me
10536,Godbless Mr beast..
10539,Hey Mr Beast I challenge you to visit Philippines. I&#39;m a fan of yours😍
10541,Oi =)
10544,Harry the goat
10545,Why don&#39;t you come to Vietnam to try it out
10555,&quot;where&#39;s the date?&quot; HAHAHAHHAHAHAHA
10559,I love you so so so so so so so so so so much MrBeast
10565,Hi Mr beast I&#39;m your biggest fan:)
10566,You can come over tomorrow if that’s good 😊 I’ll come by after I come home lol lol I don’t know what time I’ll come over here I’ll
10567,Are you serious right neow
10568,Your videos are best i love them
10570,NO GEORGE!! WHY WOULD YOU TAKE YOUR HAND OFF any ways good vid
10575,mrbeast now has more then pewdiepie look at Mr beasts and look at pewdiepie
10577,I saw I saw speed
10581,Harry won!!!!!!
10585,💖💖great man
10588,last to take hand off Trane keeps it
10597,NOOOOO GEORGE!!!
10598,"me suscribi porque mis niñas se la pasan mirando tu contenido ,los juntos,todos , 50horas en una prision,  me  comi  una pizza  de 70 mildolares, sobreviví en una isla desierta 24 horas, pase 24  horas  en un bunker,  no  comi nada  por 20  dias etc etc,  saludos"
10603,"George lost, poggers!"
10607,Eu também só Youtuber não estou aí 🥺
10609,but close doesnt matter hahahahahahaha
10611,I&#39;m talking to mixing middle
10612,"And yes, I will definitely watch all your videos"
10619,I&#39;m only here for ishowspeed 💀
10627,So cool
10629,Soy yo le cambio la voz
10633,Make huge funds online through PayPal funding
10639,He passed pewdiepie
10645,"I Started To Love Your Videos, I&#39;m a New Subscribes Btw😌"
10646,Help
10647,No one’s talking about how he passed pewdiepie
10656,Congratulations on passing pewdipie
10658,DON&#39;T read my name!!
10660,DON&#39;T read my name!
10664,Mrbeast is even more better than nikocado avocado
10665,we are good and hard working people
10667,DON&#39;T read my name! :D
10669,DON&#39;T read my name! 😂😂
10671,Day 113 of asking mrbeast for a shoutout
10675,Bring speed back
10679,I want speed to be in one of your take your hands off
10680,DON&#39;T read my name! 😂😂
10681,DON&#39;T read my name! 😂😂
10683,Copion no es mr beast
10685,GG HARRY
10687,DON&#39;T read my name! :D
10689,DON&#39;T read my name!
10690,Oi
10691,Speed lol
10692,car
10695,Help?
10696,I show apeed!!!
10699,Hii
10700,You BEAT PEWDIEPIE
10701,Fc. Thailand 🇹🇭
10702,DON&#39;T read my name! :D
10703,How do I invest with Mr. Graham? Please leave his contact.
10705,DON&#39;T read my name!!
10708,LOL AM ON MY GRANDMAS IPAD AND SUBED
10713,Come to Suriname 🇸🇷
10716,DON&#39;T read my name! 😂
10718,I’m subscribed
10720,IShowSpwed fr started barking💀
10726,Congrats on passing PewDiePie
10729,Take dis😂
10731,Thailand?
10732,Bendiciones ehy amigo ayúdame soy sola con mis 4 hijos  🙏 discúlpame porfavor
10739,DON&#39;T read my name!!
10740,LOL
10741,DOWN BAD 💀💀
10742,No
10744,No
10745,Harry will swim in drugs
10746,I want to meet meet you Mr beast
10747,I love your vids so much I don’t care what I get I jest love your vids
10748,DON&#39;T read my name! 😂
10757,DON&#39;T read my name!!!
10760,Come to Turkey
10762,Harry defo splt the money 3 ways
10764,Random people have more patients YouTubers
10788,Te amo ❣️
10790,DON&#39;T read my name! :D
10793,Eu gostaria que você viece na minha casa
10795,Jajaja ahí se ve la mentira mantener un avión en el garaje una persona normal no le alcanza ches videos todos falsos
10797,DON&#39;T read my name! 😂
10803,DON&#39;T read my name!!
10806,@Don&#39;t read my profile picture Marcos paixão Sanches
10807,DON&#39;T read my name! :D
10818,Do you drive a car?
10820,Mr. Beast i want be in one of your videos👋😉😎
10824,haha
10825,No
10830,PLS MORE WITH SPEED
10837,DON&#39;T read my name!!
10848,DON&#39;T read my name! 😂😂
10867,Qué?
10869,DON&#39;T read my name!
10871,Mr beast me manda um salve
10877,DON&#39;T read my name! :D
10879,I hope Harry wins!
10891,DON&#39;T read my name!!!
10894,Bueno en mi opinión tení que ver por lo meno 3 reto que fuera por etapa porque no tiene mucho sentido está agarrando un avión y luego ya no que fuera 3 reto y después lo último el reto del avión hacia tiene más emoción
10897,¿Porque se oye en español latino?
10917,Я сплю?<br>У него видео на руском на основе
10918,Parabéns você ultrapassou pewdipie
10919,Oxe não tá dublado?
10920,why haven&#39;t you uploaded videos on mr beast gaming
10923,почему видео на русском?
10939,MR BEAST BEAT PEWDIEPIE
10941,bro i wish speed stayed longer uk that wouldve been funny
10943,Come to Egypt and do some videos
10945,DON&#39;T read my name! 😂
10948,@Don&#39;t read my profile picture ok im gonna do this i wanna hear rickroll
10949,DON&#39;T read my name! 😂
10954,DON&#39;T read my name! 😂
10959,DON&#39;T read my name!!
10963,Yall my friend need a shout out _cwenilu
10964,Why?!?! why is it in russian? it infuriates me
10967,Congrats on beating pewdepie
10968,u officially passed Pewdipie
10970,I don&#39;t believe this
10975,DON&#39;T read my name! 😂
10976,Your chocolate bar is so good
10977,Abi türkiyeye gel İstanbul&#39;a seviliyorsun ❤️❤️❤️
10983,But still has to pay the tax
10992,Le cambiaron el doblaje a mr.beast :c?
10993,greetings my little son watches your videos and wants to earn money😂😂😅
10995,didn’t ask
11000,I ate my first feastables today
11003,I mean they literally do. Harry proved it
11004,DON&#39;T read my name!!
11009,Only person to thumbsdown 🤣
11019,Mr beast car I get a shout out pls
11022,I didnt even know harry was in the vid ive been meaning to watch it but when harry said something about it in his upload today i came rushing
11024,DON&#39;T read my name! :D
11025,DON&#39;T read my name! 😂
11027,T-Series has more
11032,Speed: MR BEAS-
11034,Only here bcs I saw on Harry’s channel that he won
11037,Also mr bean 😂
11039,DON&#39;T read my name! 😂
11041,No q paso con tu voz
11043,DON&#39;T read my name!!
11047,Mr beast metele plata a aposta2 Jajajaja
11052,DON&#39;T read my name!!
11053,So cool
11055,DON&#39;T read my name! 😂😂
11056,speed nooo ;-;
11057,DON&#39;T read my name! 😂😂
11060,Mrbeast has officially past PewDiePie
11067,DON&#39;T read my name!!!
11070,Love ur vids
11071,DON&#39;T read my name!!
11072,I subscribed to all of you
11077,when you come to Albania
11079,DON&#39;T read my name! 😂😂
11081,that back spot speed . take him off
11087,With how obnoxious ishowspeed was I&#39;m glad they tricked him into taking his hand off play stupid games win stupid prizes
11090,DON&#39;T read my name!!!
11091,"Привет, мне приятно смотреть ваши видео ну я не разу на вашем канале не выйграл у тебя еще было 270 тыщ потпичиков я все же смотрю я хочу себе компьютер дешовый чтоб можно было по играть в кс го пожалуйста ответь спасибо за ранее) надеюсь ты увидешь меня и заметишь я из россии я смотрю очень долго тебя((("
11093,no
11096,DON&#39;T read my name! :D
11097,Please help the poor around the world.
11098,Bro congratulions to pass PewDiePie 👏
11100,DON&#39;T read my name!
11103,DON&#39;T read my name! 😂😂
11104,I want to win please make a contest for online followers
11106,تستاهل 112m و اكثر يا افضل يتيوبر تستاهل 500m
11111,ان اصبحت مسلماً سيحبك الجميع 😓💘
11117,Southend airport in Essex doesn’t even do commercial flights atm
11118,@Philly_P Car hiring and car renting are two different things
11121,Where is Turkish voice. Sad.
11123,congratulations Harryyy!!!!!!!!!!!!
11124,Help
11129,Datang melaysia mr beast
11132,DON&#39;T read my name! 😂
11133,Stop screaming and tey to do more constructive things my man..
11135,DON&#39;T read my name! 😂😂
11137,Define Marinero baila hackear su cuenta de todos los lugares más profundos del octubre como q mataron todo su vida soy una basura ya está aquí
11138,"<a href=""about:invalid#zCSafez""></a> coool"
11139,Мистер бист
11141,Привет я только что подписался но я посмотрел все видео и они мне все нравятся большое спасибо я из Узбекистана 🇺🇿
11142,Te. Amo.
11145,Mr Bean de África a repartir dinero por favor argente pobre    Evenson 🇩🇴 soy RD Puerto plata
11152,Mr. Beast please come turkey
11153,DON&#39;T read my name! 😂
11158,redundant concept man
11160,Hello
11161,@Don&#39;t read my profile picture what 😂😂?
11162,DON&#39;T read my name!!
11165,I do this for 5 million dolars 卍卍卍卍卍卍卍卍卍
11170,DON&#39;T read my name!!
11173,Почему у меня видео должно быть на английском а он как-то на русском
11174,Как
11177,MrBeast past PewDiePie
11181,DON&#39;T read my name! :D
11182,DON&#39;T read my name!
11186,DON&#39;T read my name!!
11191,HE BEAT PEWDIEPIE
11192,"За <a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=2m34s"">2:34</a>"
11193,حظا سعيده<br>من افضل القنوات
11194,Mr beast your suscribers is down am soo sad about you suscribers
11196,Mr Beast ты мой кумир ты супер надеюсь когда нибудь мы увидимся удачи тебе твой фанат из Таджикистана
11199,IshowSpeed HAD TO WIN
11206,MrBeast do you have a spare 50k on that card for me lol
11210,@Don&#39;t read my profile picture que
11212,DON&#39;T read my name! :D
11214,А почему на рускам канале этих видосов нету?
11218,Оу на русском красава
11219,احسنت عملا مستر بيست استمر ♥️♥️
11225,Sir take the people of India in the challenge
11226,طريقتك في اسعاد الناس جميلة جدا حيث تتغير حيات شخص بالصدفة
11230,ayeee shoutout prime!!
11231,Speeed
11232,Болел за спида
11233,DON&#39;T read my name!!!
11235,احبك
11244,how DO I WATCH IS IN ENGLISH?
11246,speeed
11250,Pls turkish audio recording
11256,DON&#39;T read my name!
11259,هل يوجد أحد عربي🤣🤣🤣🤣🤣🤔🤣🤔🤣
11261,Me llamo Melo y soy pequeña  tengo 8 años
11264,"@Iwriez ааа, я только щас увидел что это оригинальный канал, но какого звук на русском? У ютуба функция новая которая версии видео под регион подстраивает?"
11265,"@Iwriez я знаю, но какого на русской версии одни английские комменты"
11266,"Автор видео американец, чего ты ожидал?"
11268,Pls do turkish
11271,I wish give me a gift to give to my brother  because he is watching you when he is 7 years and now he is 12 years <br>And to my father because also watching you and talking about you <br>Thank you
11273,New friend here!
11277,اشترك الآن و احصل على قطعة حلوى 🍬
11288,Привет кто из России
11289,Bro mr beast you pasted pewdipie
11290,DON&#39;T read my name! 😂😂
11297,Harry!!!
11299,Hello mr best i am india pleas you challing me pleas i am very poar
11300,DON&#39;T read my name!
11304,Congratulations 112 subscribes
11306,Mr beast te invito a mi cumpleaños el 31 de enero en México
11308,MRBEST
11310,هل يمكنك مساعدتي انا في بلد يوجد لديها حرب واعرف انك تساعد الفقراء
11311,112 MILLION MORE THAN PEWDIEPIE
11319,Mr beast finally past pewdiepie
11320,Do either of them even know how to fly it or ...
11325,@Don&#39;t read my profile picture 😁
11326,DON&#39;T read my name!!
11327,please turkısh audio track
11331,If mr beast doesnt see this today he suffers from the lack of a father figure and a mother figure
11334,"@Don&#39;t read my profile picture Trust me, i wont do it."
11335,DON&#39;T read my name!
11344,Abone oldum  inşallah  bana bı hediye cıkar 🤣🤣  he he cıkar
11347,DON&#39;T read my name!!
11348,Until his face gets slapprd
11354,Bro said “where’s the date💀”
11356,DON&#39;T read my name! 😂😂
11357,He won’t do that lol
11360,Subscribed!
11375,Почему всё на русском?
11378,انت رائع للغاية ❤❤
11379,DON&#39;T read my name! 😂😂
11385,@Don&#39;t read my profile picture ok
11386,DON&#39;T read my name!!
11390,I subscribed to al of your channels
11392,DON&#39;T read my name!!
